disease,calculus,symptom,nausea,CAUSES,Poison,145,17,5,0.0
disease,calculus,symptom,abdominal pain,CAUSES,Poison,145,17,7,0.0
disease,calculus,symptom,dizziness,CAUSES,Poison,145,17,11,0.0
disease,aneurysm,symptom,stroke,CAUSES,Pilot,426,6,8,0.0
disease,schizophrenia,symptom,thrombosis,CAUSES,The Socratic Method,334,5,11,0.0
disease,anthrax,symptom,rash,CAUSES,Cursed,587,11,3,1.0
disease,ALS,symptom,paralysis,CAUSES,DNR,184,11,4,0.0
disease,cancer,symptom,infection,CAUSES,Detox,579,7,5,0.0
disease,cardiogenic shock,symptom,heart attack,CAUSES,Who's Your Daddy?,707,3,11,0.0
disease,MS,symptom,infection,CAUSES,Distractions,1078,5,7,0.0
disease,STD,symptom,infection,CAUSES,Sex Kills,172,10,6,1.0
disease,choking,symptom,swollen tongue,CAUSES,Clueless,66,12,18,0.0
disease,injury,symptom,leg pain,CAUSES,Meaning,147,13,17,0.0
disease,STD,symptom,rash,CAUSES,"One Day, One Room",32,7,4,0.0
disease,rhabdomyolysis,symptom,pain,CAUSES,Painless,521,11,3,0.0
disease,wound,symptom,bleeding,CAUSES,House's Head,137,11,4,0.0
disease,retinal vein occlusion,symptom,fatigue,CAUSES,Lucky Thirteen,143,13,5,0.0
disease,brain tumor,symptom,A stroke,CAUSES,Adverse Events,246,3,0,0.0
disease,concussion,symptom,stroke,CAUSES,Joy,41,9,6,0.0
disease,sleepwalking,symptom,stroke,CAUSES,Joy,41,44,6,0.0
disease,brain tumor,symptom,cavity,CAUSES,The Social Contract,244,5,15,0.0
disease,trauma,symptom,brain damage,CAUSES,Locked In,923,25,8,0.0
disease,alien hand syndrome,symptom,seizures,CAUSES,Both Sides Now,119,27,23,0.0
disease,skull fracture,symptom,coma,CAUSES,Help Me,272,6,12,0.0
disease,neurological disorder,symptom,fatigue,CAUSES,Help Me,422,18,11,0.0
disease,neurological disorder,symptom,passed out,CAUSES,Help Me,422,18,13,1.0
disease,lymphoma,symptom,itching,CAUSES,Moving the Chains,1433,10,1,0.0
disease,cancer,symptom,infection,CAUSES,Two Stories,1410,7,5,0.0
disease,botulism,symptom,seizure,CAUSES,Poison,296,12,16,0.0
disease,toxoplasmosis,symptom,infection,CAUSES,Role Model,522,14,15,0.0
disease,AIDS,symptom,headache,CAUSES,Role Model,587,18,6,0.0
disease,common variable immunodeficiency,symptom,autoimmune disease,CAUSES,Role Model,1304,22,19,0.0
disease,cancer,symptom,tumor,CAUSES,Pilot,777,10,20,0.0
disease,chronic fatigue syndrome,symptom,fibromyalgia,CAUSES,Pilot,2160,6,10,0.0
disease,pulmonary embolism,symptom,thrombosis,CAUSES,The Socratic Method,230,20,8,0.0
disease,ALS,symptom,pneumonia,CAUSES,DNR,253,17,11,1.0
disease,ALS,symptom,paralysis,CAUSES,DNR,832,7,3,1.0
disease,thrombocytopenic purpura,symptom,rash,CAUSES,Kids,1174,21,9,0.0
disease,thrombocytopenic purpura,symptom,bleeding,CAUSES,Kids,1174,21,13,1.0
disease,menopause,symptom,infection,CAUSES,Kids,1198,22,14,0.0
disease,cancer,symptom,infection,CAUSES,Detox,438,10,6,0.0
disease,pancreatic cancer,symptom,infection,CAUSES,Detox,438,18,6,0.0
disease,trauma,symptom,leg pain,CAUSES,Three Stories,1344,16,6,1.0
disease,trauma,symptom,varicose veins,CAUSES,Three Stories,1344,16,22,0.0
disease,adenoma,symptom,nodule,CAUSES,Three Stories,2132,24,16,0.0
disease,hepatitis,symptom,autoimmune diseases,CAUSES,Mob Rules,423,4,6,0.0
disease,allergies,symptom,anaphylaxis,CAUSES,Damned If You Do,1341,1,5,1.0
disease,hemochromatosis,symptom,respiratory arrest,CAUSES,Who's Your Daddy?,1509,4,11,0.0
disease,cardiomyopathy,symptom,pain,CAUSES,Euphoria (Part 1),3363,8,5,0.0
disease,TB,symptom,coma,CAUSES,TB or Not TB,754,26,12,0.0
disease,TB,symptom,sweating,CAUSES,TB or Not TB,754,26,20,0.0
disease,TB,symptom,sweating,CAUSES,TB or Not TB,754,26,43,0.0
disease,TB,symptom,cardiac arrest,CAUSES,TB or Not TB,841,10,16,0.0
disease,TB,symptom,cardiac arrest,CAUSES,TB or Not TB,841,25,16,0.0
disease,burn,symptom,tachycardia,CAUSES,Distractions,20,2,11,0.0
disease,poisoning,symptom,paralysis,CAUSES,Daddy's Boy,787,17,32,0.0
disease,botulism,symptom,paralysis,CAUSES,Safe,915,3,11,0.0
disease,botulism,symptom,paralysis,CAUSES,Safe,915,3,18,0.0
disease,botulism,symptom,paralysis,CAUSES,Safe,915,20,11,0.0
disease,botulism,symptom,paralysis,CAUSES,Safe,915,20,18,1.0
disease,pellagra,symptom,vitamin deficiency,CAUSES,Forever,889,5,8,0.0
disease,pellagra,symptom,vomiting,CAUSES,Forever,939,15,5,0.0
disease,cancer,symptom,pain,CAUSES,House vs. God,264,8,18,0.0
disease,cancer,symptom,tumor,CAUSES,House vs. God,872,5,12,0.0
disease,tuberous sclerosis,symptom,fever,CAUSES,House vs. God,1161,11,4,0.0
disease,pheochromocytoma,symptom,tumor,CAUSES,Acceptance,1120,10,7,0.0
disease,alcohol abuse,symptom,DIC,CAUSES,Deception,136,6,3,1.0
disease,food poisoning,symptom,infection,CAUSES,Deception,1390,16,5,0.0
disease,peritonitis,symptom,cavity,CAUSES,The Mistake,472,16,13,0.0
disease,sepsis,symptom,cavity,CAUSES,The Mistake,472,20,13,0.0
disease,sepsis,symptom,liver damage,CAUSES,The Mistake,636,3,8,1.0
disease,sepsis,symptom,blood clots,CAUSES,The Mistake,636,3,12,1.0
disease,brucellosis,symptom,infection,CAUSES,Sex Kills,369,12,13,0.0
disease,brucellosis,symptom,acid reflux,CAUSES,Sex Kills,384,6,16,0.0
disease,allergies,symptom,panic attack,CAUSES,Clueless,130,8,11,0.0
disease,bite,symptom,fever,CAUSES,Humpty Dumpty,713,8,9,1.0
disease,bite,symptom,fever,CAUSES,Humpty Dumpty,889,9,10,1.0
disease,CIPA,symptom,pain,CAUSES,Insensitive,150,5,15,0.0
disease,CIPA,symptom,pain,CAUSES,Insensitive,1261,4,12,0.0
disease,cancer,symptom,autoimmune disease,CAUSES,House Training,990,24,17,0.0
disease,sepsis,symptom,infection,CAUSES,House Training,2066,9,12,0.0
disease,kidney problems,symptom,stroke,CAUSES,Fetal Position,275,4,9,0.0
disease,visual aphasia,symptom,stroke,CAUSES,Fetal Position,1722,14,32,0.0
disease,gallstones,symptom,pancreatitis,CAUSES,Finding Judas,237,7,9,0.0
disease,rheumatoid arthritis,symptom,stroke,CAUSES,Act Your Age,441,3,14,0.0
disease,pleural effusion,symptom,heart failure,CAUSES,Resignation,529,8,13,1.0
disease,pleural effusion,symptom,cirrhosis of the liver,CAUSES,Resignation,529,8,16,1.0
disease,pleural effusion,symptom,infection,CAUSES,Resignation,550,15,9,1.0
disease,lung cancer,symptom,vomiting,CAUSES,Merry Little Christmas,482,5,14,0.0
disease,cancer,symptom,autoimmune disease,CAUSES,Merry Little Christmas,846,4,7,0.0
disease,smallpox,symptom,infection,CAUSES,A Pox on Our House,561,11,19,0.0
disease,trauma,symptom,seizure,CAUSES,Last Temptation,603,20,8,0.0
disease,liver failure,symptom,paralysis,CAUSES,Office Politics,25,15,19,0.0
disease,allergy,symptom,shock,CAUSES,Recession Proof,417,13,7,0.0
disease,allergies,symptom,asthma,CAUSES,Body and Soul,245,7,9,0.0
disease,sarcoidosis,symptom,enlarged spleen,CAUSES,Gut Check,494,4,9,0.0
disease,breast cancer,symptom,enlarged lymph nodes,CAUSES,Chase (episode),590,10,4,0.0
disease,embolism,symptom,drooling,CAUSES,Spin,334,3,17,0.0
disease,pure red cell aplasia,symptom,anemia,CAUSES,Spin,647,8,5,1.0
disease,cancer,symptom,seizure,CAUSES,Autopsy,99,5,9,0.0
disease,trauma,symptom,leg pain,CAUSES,No Reason,232,21,10,0.0
disease,cancer,symptom,autoimmune diseases,CAUSES,Merry Little Christmas,1207,11,13,0.0
disease,cancer,symptom,pain,CAUSES,Merry Little Christmas,1286,14,4,0.0
disease,histiocytosis,symptom,autoimmune disease,CAUSES,Merry Little Christmas,1361,20,29,0.0
disease,cancer,symptom,autoimmune disease,CAUSES,Merry Little Christmas,1361,26,29,0.0
disease,cancer,symptom,depression,CAUSES,Half-Wit,663,13,17,0.0
disease,brain cancer,symptom,wasting,CAUSES,Half-Wit,740,5,17,0.0
disease,cancer,symptom,pain,CAUSES,Meaning,343,13,22,0.0
disease,injury,symptom,pain,CAUSES,Meaning,854,16,22,0.0
disease,MERRF syndrome,symptom,weakness,CAUSES,Son of Coma Guy,1608,7,18,1.0
disease,botulism,symptom,fever,CAUSES,Whatever It Takes,1178,9,4,0.0
disease,skull fracture,symptom,coma,CAUSES,Wilson's Heart,1365,10,4,0.0
disease,skull fracture,symptom,seizure,CAUSES,Wilson's Heart,1365,10,7,0.0
disease,tularemia,symptom,passed out,CAUSES,You Don't Want to Know,974,20,8,0.0
disease,type A,symptom,heart attack,CAUSES,You Don't Want to Know,1619,19,39,0.0
disease,cancer,symptom,infection,CAUSES,97 Seconds,937,18,12,0.0
disease,cancer,symptom,infection,CAUSES,97 Seconds,937,18,26,0.0
disease,cancer,symptom,bleeding,CAUSES,97 Seconds,1203,19,8,1.0
disease,cancer,symptom,leukemia,CAUSES,Emancipation,1834,21,2,0.0
disease,cancer,symptom,leukemia,CAUSES,Emancipation,1834,21,11,0.0
disease,multiple sclerosis,symptom,brain damage,CAUSES,Big Baby,753,30,26,1.0
disease,patent ductus arteriosus,symptom,congenital heart defect,CAUSES,Big Baby,1453,13,18,0.0
disease,multiple sclerosis,symptom,mental illness,CAUSES,Under My Skin,961,7,17,0.0
disease,food poisoning,symptom,pain,CAUSES,Painless,433,8,17,0.0
disease,amyloidosis,symptom,high fever,CAUSES,Epic Fail,1552,8,5,0.0
disease,mumps,symptom,swollen lymph nodes,CAUSES,Epic Fail,1726,12,5,0.0
disease,liver failure,symptom,bleeding,CAUSES,The Confession,1316,15,5,0.0
disease,liver failure,symptom,jaundice,CAUSES,The Confession,1316,15,10,1.0
disease,wound,symptom,bleeding,CAUSES,Frozen,171,17,12,1.0
disease,lymphoma,symptom,tumor,CAUSES,Frozen,697,13,11,1.0
disease,embolism,symptom,broken bone,CAUSES,Frozen,1915,8,15,0.0
disease,injuries,symptom,bleeding,CAUSES,Alone,1269,7,3,1.0
disease,injury,symptom,bleeding,CAUSES,Alone,1269,23,3,0.0
disease,crush syndrome,symptom,ARDS,CAUSES,Alone,1580,10,8,0.0
disease,conversion disorder,symptom,paralysis,CAUSES,It's a Wonderful Lie,696,9,3,0.0
disease,conversion disorder,symptom,blindness,CAUSES,It's a Wonderful Lie,696,9,5,0.0
disease,conversion disorder,symptom,swollen lymph nodes,CAUSES,It's a Wonderful Lie,876,9,3,0.0
disease,sarcoidosis,symptom,fear,CAUSES,It's a Wonderful Lie,990,4,7,0.0
disease,wound,symptom,retrograde amnesia,CAUSES,House's Head,159,4,16,0.0
disease,concussion,symptom,retrograde amnesia,CAUSES,House's Head,159,14,16,0.0
disease,concussion,symptom,fracture,CAUSES,House's Head,738,17,7,0.0
disease,injury,symptom,numbness,CAUSES,Living The Dream,766,10,3,0.0
disease,phobia,symptom,seizures,CAUSES,The Itch,553,10,3,1.0
disease,phobia,symptom,seizure,CAUSES,The Itch,553,10,25,0.0
disease,cancer,symptom,deafness,CAUSES,House Divided,768,7,13,1.0
disease,cancer,symptom,tumor,CAUSES,House Divided,847,7,12,0.0
disease,cancer,symptom,arthritis,CAUSES,Not Cancer,1086,15,10,0.0
disease,lung cancer,symptom,sweating,CAUSES,Last Resort,1473,19,7,1.0
disease,poisoning,symptom,seizure,CAUSES,Here Kitty,357,16,7,0.0
disease,melanoma,symptom,spider veins,CAUSES,Here Kitty,1443,10,2,0.0
disease,tuberculosis,symptom,seizure,CAUSES,Joy to the World,922,24,10,0.0
disease,alcohol abuse,symptom,seizures,CAUSES,Joy to the World,1413,6,17,0.0
disease,eclampsia,symptom,preeclampsia,CAUSES,Joy to the World,2247,41,17,0.0
disease,eclampsia,symptom,high blood pressure,CAUSES,Joy to the World,2247,41,19,0.0
disease,eclampsia,symptom,preeclampsia,CAUSES,Joy to the World,2247,41,51,0.0
disease,eclampsia,symptom,preeclampsia,CAUSES,Joy to the World,2247,55,17,0.0
disease,eclampsia,symptom,high blood pressure,CAUSES,Joy to the World,2247,55,19,0.0
disease,eclampsia,symptom,preeclampsia,CAUSES,Joy to the World,2247,55,51,0.0
disease,myasthenia gravis,symptom,weakness,CAUSES,Let Them Eat Cake,983,15,25,0.0
disease,paraneoplastic syndrome,symptom,tumor,CAUSES,Let Them Eat Cake,1307,13,11,1.0
disease,strain,symptom,dehydration,CAUSES,The Softer Side,1775,15,8,0.0
disease,sleepwalking,symptom,memory loss,CAUSES,Joy,780,14,16,0.0
disease,allergy,symptom,lactose intolerance,CAUSES,Joy,951,18,6,0.0
disease,blastomycosis,symptom,granuloma,CAUSES,The Greater Good,682,14,6,1.0
disease,wound,symptom,itching,CAUSES,The Greater Good,990,7,14,0.0
disease,neurological disorder,symptom,pain,CAUSES,Unfaithful,1487,15,11,0.0
